Record_ID,Year,Country,Region,Income_Level,Depression_Rate_Pct,Anxiety_Rate_Pct,Bipolar_Disorder_Rate_Pct,Schizophrenia_Rate_Pct,PTSD_Rate_Pct,Eating_Disorder_Rate_Pct,Substance_Use_Disorder_Pct,Suicide_Rate_Per_100k,Treatment_Gap_Pct,Healthcare_Access_Index,Psychiatrists_Per_100k,Govt_MentalHealth_Spending_PctGDP,Avg_Daily_Screen_Time_Hours,Unemployment_Rate_Pct,Urbanization_Rate_Pct,Social_Support_Index,Stigma_Index,Mental_Health_Crisis_Index,Crisis_Level
GMHCI-0404,2017,Norway,Europe,High,10.33,15.92,0.78,0.937,8.8,3.15,7.8,4.72,44.0,85.1,22.08,6.11,3.4,15.3,94.8,36.8,16.4,44.57,Moderate
GMHCI-0405,2017,Iran,Asia,Upper-Middle,10.61,12.62,1.52,0.369,2.36,2.28,5.75,7.12,60.5,47.0,2.19,2.44,5.2,15.9,75.4,51.7,58.2,54.09,High
GMHCI-0406,2023,France,Europe,High,16.92,18.04,2.99,1.013,8.17,2.21,9.61,14.63,28.7,76.7,11.58,11.19,3.5,26.1,61.6,40.8,15.8,66.98,High
GMHCI-0407,2019,Saudi Arabia,Asia,High,9.92,12.14,1.48,0.721,1.26,0.57,8.8,11.18,48.9,88.1,23.05,10.93,10.2,13.1,78.9,29.0,2.1,48.14,Moderate
GMHCI-0408,2015,New Zealand,Oceania,High,14.66,19.58,2.89,0.255,6.98,2.19,7.75,9.67,25.6,79.1,21.76,4.49,7.1,20.7,52.6,78.7,29.3,59.91,High
GMHCI-0409,2019,Mexico,North America,Upper-Middle,11.04,8.89,2.32,0.202,2.88,2.94,4.75,12.93,65.2,61.1,2.37,5.3,8.8,9.8,70.1,31.2,41.6,57.59,High
GMHCI-0410,2015,Brazil,South America,Upper-Middle,9.45,14.53,1.57,0.4,7.42,1.33,7.17,11.37,67.5,73.7,5.3,5.32,8.0,23.8,25.4,29.8,24.2,56.09,High
GMHCI-0411,2024,Russia,Europe,Upper-Middle,9.88,8.77,1.64,0.556,6.7,2.94,7.93,14.75,65.3,57.6,5.7,2.06,8.9,14.2,65.2,36.0,50.3,59.72,High
GMHCI-0412,2020,Vietnam,Asia,Lower-Middle,6.67,6.86,1.6,0.861,4.86,2.37,4.73,8.56,87.2,35.1,1.53,0.78,7.2,24.1,44.3,62.1,72.6,51.63,High
GMHCI-0413,2017,Ethiopia,Africa,Low,8.09,7.4,0.93,0.747,8.38,4.0,8.67,3.7,97.4,20.9,0.16,0.91,7.5,20.4,95.8,64.9,83.4,50.52,High
GMHCI-0414,2024,China,Asia,Upper-Middle,14.66,10.96,3.32,0.664,1.08,2.93,11.0,13.14,71.5,52.9,3.21,4.97,3.8,23.9,60.1,89.5,51.5,67.24,High
GMHCI-0415,2017,Bangladesh,Asia,Lower-Middle,8.29,5.6,3.42,1.003,8.33,2.88,3.5,5.71,79.7,30.8,1.65,2.46,5.8,11.7,88.4,36.0,68.9,47.07,Moderate
GMHCI-0416,2020,Mexico,North America,Upper-Middle,12.24,8.31,1.12,0.81,5.03,0.93,8.47,11.86,72.2,52.7,4.25,5.13,5.8,9.4,27.3,40.3,44.2,58.71,High
GMHCI-0417,2020,Tanzania,Africa,Low,7.36,5.02,2.61,0.452,3.12,2.65,7.13,7.87,89.0,20.2,0.33,0.55,7.9,12.4,89.0,62.9,84.5,52.01,High
GMHCI-0418,2018,Egypt,Africa,Lower-Middle,7.11,6.08,2.0,0.518,7.7,2.4,10.67,3.52,79.9,36.7,1.34,0.62,5.3,26.3,88.1,50.7,61.0,41.67,Moderate
GMHCI-0419,2019,Thailand,Asia,Upper-Middle,13.35,10.7,2.81,0.563,4.39,0.81,11.7,15.67,74.0,55.6,4.57,2.18,5.4,21.1,68.7,33.9,43.0,67.81,High
GMHCI-0420,2023,Poland,Europe,Upper-Middle,6.25,14.93,2.28,0.576,5.11,2.85,10.39,16.02,59.5,64.1,5.85,5.13,6.6,2.1,27.2,34.4,36.1,59.03,High
GMHCI-0421,2022,Ukraine,Europe,Lower-Middle,10.77,8.6,1.87,0.419,5.47,0.92,11.66,10.92,70.4,49.7,1.71,2.2,5.3,24.5,59.4,47.6,49.2,56.1,High
GMHCI-0422,2021,Colombia,South America,Upper-Middle,11.61,12.73,1.86,0.699,3.54,2.7,11.1,14.16,50.9,59.4,2.41,3.24,9.7,15.1,57.4,86.2,41.2,61.34,High
GMHCI-0423,2019,Thailand,Asia,Upper-Middle,12.62,9.6,2.61,0.872,2.32,2.46,8.87,16.62,50.0,71.2,5.99,5.68,5.2,25.3,55.0,27.7,24.4,60.65,High
GMHCI-0424,2019,New Zealand,Oceania,High,16.87,20.95,2.36,0.275,1.41,1.3,11.38,8.94,39.6,97.4,10.11,4.36,6.5,13.4,73.7,29.0,0.0,60.95,High
GMHCI-0425,2015,Nigeria,Africa,Lower-Middle,5.72,12.82,0.71,0.215,6.8,3.14,9.97,6.76,80.8,41.7,1.81,0.69,3.7,21.1,42.1,24.3,61.0,50.51,High
GMHCI-0426,2017,Ghana,Africa,Lower-Middle,4.1,10.9,0.93,0.281,5.91,3.25,6.86,4.82,77.1,34.8,0.39,1.4,8.0,15.3,51.1,46.1,58.2,42.83,Moderate
GMHCI-0427,2019,Canada,North America,High,12.95,19.52,2.7,1.116,4.7,1.96,7.48,10.03,52.3,87.0,11.72,4.3,6.6,11.2,39.3,40.5,10.2,59.2,High
GMHCI-0428,2017,Norway,Europe,High,8.04,14.59,1.12,1.054,6.21,2.44,3.84,9.79,45.8,95.9,18.82,4.15,9.7,11.4,54.5,90.3,7.3,46.13,Moderate
GMHCI-0429,2017,Canada,North America,High,14.39,20.73,1.13,0.307,4.58,3.1,9.36,8.12,32.4,92.7,11.63,6.04,5.7,26.9,43.0,29.6,4.1,55.68,High
GMHCI-0430,2018,South Africa,Africa,Upper-Middle,9.99,15.78,2.03,0.791,7.9,3.24,3.35,10.62,56.7,63.9,7.51,3.79,8.9,23.8,66.6,58.4,44.7,58.35,High
GMHCI-0431,2019,Japan,Asia,High,13.28,11.8,2.29,0.217,7.18,3.41,6.03,9.87,50.1,81.3,16.01,10.91,3.7,7.2,46.9,28.6,10.6,52.14,High
GMHCI-0432,2021,South Korea,Asia,High,17.13,17.89,2.61,1.12,1.83,3.45,6.14,13.36,38.3,94.8,16.68,7.48,7.6,2.7,62.7,74.3,7.3,65.57,High
GMHCI-0433,2021,Bangladesh,Asia,Lower-Middle,4.99,6.66,2.1,1.053,8.77,3.08,2.53,5.66,78.8,26.0,1.31,1.14,7.2,10.9,51.3,21.7,81.9,45.19,Moderate
GMHCI-0434,2019,Spain,Europe,High,16.34,20.39,2.77,0.846,4.09,1.5,7.43,10.76,27.1,84.3,16.8,7.01,3.5,14.3,81.2,28.2,10.0,61.82,High
GMHCI-0435,2017,Indonesia,Asia,Lower-Middle,8.35,10.72,2.08,0.254,1.82,3.22,8.87,9.87,80.5,44.1,0.84,2.01,5.1,16.8,62.4,83.2,58.0,56.07,High
GMHCI-0436,2017,United States,North America,High,12.38,10.3,2.5,0.304,2.83,0.71,10.59,11.85,35.2,71.8,17.89,6.54,5.7,19.7,94.5,50.8,34.7,53.61,High
GMHCI-0437,2022,Ghana,Africa,Lower-Middle,6.01,11.22,1.06,1.028,3.26,0.79,10.97,8.61,71.5,39.4,1.68,1.64,7.3,22.8,53.8,24.6,54.2,49.58,Moderate
GMHCI-0438,2019,Saudi Arabia,Asia,High,15.35,16.18,2.96,0.592,2.0,2.2,2.98,15.82,46.9,80.8,21.69,8.63,10.7,9.8,25.6,33.4,28.6,69.47,High
GMHCI-0439,2020,Nigeria,Africa,Lower-Middle,4.33,12.44,1.22,0.836,6.86,1.06,8.83,8.75,78.1,20.1,1.8,1.65,5.6,6.5,96.9,91.3,78.2,53.16,High
GMHCI-0440,2020,Poland,Europe,Upper-Middle,14.39,14.37,2.02,0.475,1.47,2.87,3.18,17.55,62.4,52.7,6.6,2.39,5.7,25.7,84.2,28.5,46.2,73.91,High
GMHCI-0441,2017,Tanzania,Africa,Low,8.69,6.07,2.39,0.937,3.08,3.82,11.99,6.88,90.3,12.1,0.15,0.67,5.1,25.1,76.9,51.9,82.9,53.4,High
GMHCI-0442,2023,Brazil,South America,Upper-Middle,9.63,17.56,3.14,0.844,7.95,2.49,9.12,8.77,74.5,56.4,6.07,2.61,7.1,2.5,35.4,30.0,52.9,60.86,High
GMHCI-0443,2023,Vietnam,Asia,Lower-Middle,4.33,11.1,1.55,0.666,6.73,2.57,3.51,9.94,80.2,47.4,1.24,2.13,8.3,3.3,59.3,67.7,56.2,50.62,High
GMHCI-0444,2017,Australia,Oceania,High,17.32,12.66,3.11,0.389,4.43,3.91,9.9,14.09,28.5,92.0,20.44,9.72,11.0,24.5,27.2,80.8,7.7,60.65,High
GMHCI-0445,2018,Saudi Arabia,Asia,High,11.67,21.59,1.57,0.375,4.6,3.68,6.3,6.91,30.7,84.2,11.6,10.72,10.3,18.4,59.5,92.9,7.7,51.29,High
GMHCI-0446,2016,Kenya,Africa,Lower-Middle,4.64,5.89,2.64,0.474,8.47,3.08,6.56,4.5,81.5,24.1,1.2,2.23,3.2,6.6,39.2,44.5,76.9,42.06,Moderate
GMHCI-0447,2020,Vietnam,Asia,Lower-Middle,7.19,10.51,0.93,0.433,6.44,3.74,6.63,7.3,85.4,20.7,1.85,1.74,6.4,17.5,73.0,58.6,73.3,53.75,High
GMHCI-0448,2023,Iran,Asia,Upper-Middle,8.75,9.53,0.54,0.622,2.54,2.78,3.26,16.15,66.7,49.1,6.97,4.99,7.5,27.9,60.6,88.1,59.8,62.43,High
GMHCI-0449,2020,South Korea,Asia,High,17.59,19.86,2.84,0.834,4.52,0.98,3.44,11.39,34.9,82.3,23.29,9.09,3.4,15.8,76.2,28.6,21.3,66.84,High
GMHCI-0450,2016,Sweden,Europe,High,12.93,13.46,2.26,0.268,7.1,1.29,4.87,15.39,37.7,89.6,20.7,9.38,9.8,9.3,45.7,67.1,10.1,58.86,High
GMHCI-0451,2018,Colombia,South America,Upper-Middle,7.43,9.69,0.8,0.708,7.15,0.54,10.92,9.47,50.7,51.8,2.64,3.64,4.1,11.5,54.9,32.8,51.8,47.81,Moderate
GMHCI-0452,2021,Russia,Europe,Upper-Middle,13.52,10.35,2.37,0.433,5.08,3.13,5.66,6.03,60.0,65.3,5.1,3.4,10.9,24.9,76.2,45.8,28.1,49.96,Moderate
GMHCI-0453,2018,Spain,Europe,High,14.65,18.61,2.94,0.799,2.35,1.75,1.71,5.54,40.0,75.5,17.55,7.66,9.5,21.6,33.5,53.7,27.0,55.13,High
GMHCI-0454,2018,Thailand,Asia,Upper-Middle,7.39,8.39,1.61,0.628,7.86,0.78,9.77,6.78,52.2,62.8,9.62,3.43,10.0,12.3,55.8,83.2,44.7,42.0,Moderate
GMHCI-0455,2016,Pakistan,Asia,Lower-Middle,7.84,10.55,2.44,0.824,3.53,0.63,7.39,7.05,78.5,37.2,1.07,1.94,3.5,20.3,28.5,64.8,65.5,52.11,High
GMHCI-0456,2015,Poland,Europe,Upper-Middle,10.45,17.57,2.37,0.854,5.87,1.83,7.94,15.36,69.9,57.3,7.39,5.59,5.3,25.3,26.1,67.5,50.5,70.09,High
GMHCI-0457,2016,Brazil,South America,Upper-Middle,12.47,9.02,2.27,1.164,7.38,2.51,7.06,10.16,52.9,64.5,6.78,2.68,10.6,7.8,39.9,80.9,29.7,52.18,High
GMHCI-0458,2021,Nigeria,Africa,Lower-Middle,9.88,10.76,0.79,1.013,3.82,2.96,9.05,10.38,86.3,25.4,1.43,0.59,6.9,18.9,69.2,52.3,68.3,61.37,High
GMHCI-0459,2019,Sweden,Europe,High,17.88,12.09,0.84,0.669,8.43,2.97,11.7,11.29,39.3,75.8,17.94,11.03,3.6,27.6,26.0,43.6,26.2,61.45,High
GMHCI-0460,2020,Turkey,Asia,Upper-Middle,9.69,14.58,0.85,0.669,8.6,1.88,7.86,12.7,70.8,52.7,3.13,3.62,9.9,26.1,89.1,38.6,49.7,62.64,High
GMHCI-0461,2015,Kenya,Africa,Lower-Middle,11.98,13.15,1.65,0.84,2.64,3.16,3.41,6.52,86.8,45.1,0.65,2.15,10.6,20.0,52.1,31.8,49.0,58.28,High
GMHCI-0462,2023,Poland,Europe,Upper-Middle,6.88,14.05,3.16,0.786,5.32,3.96,5.41,12.7,51.2,65.9,3.49,5.73,8.6,24.7,25.4,61.8,24.5,51.48,High
GMHCI-0463,2024,Iran,Asia,Upper-Middle,9.16,13.34,1.9,1.025,4.08,2.8,4.8,8.73,67.7,71.5,3.66,5.59,6.5,17.6,26.9,70.1,34.8,52.56,High
GMHCI-0464,2020,Iran,Asia,Upper-Middle,13.3,12.95,1.4,0.442,6.84,2.15,7.59,8.81,54.3,50.7,3.69,4.67,9.6,6.1,46.4,70.3,53.0,58.74,High
GMHCI-0465,2017,India,Asia,Lower-Middle,9.52,12.52,2.31,0.612,6.19,2.06,6.34,3.69,71.4,20.9,1.18,2.0,9.7,16.9,67.1,85.5,72.8,51.58,High
GMHCI-0466,2022,Italy,Europe,High,11.79,20.89,0.54,0.503,5.72,2.22,9.63,7.88,51.8,88.0,24.26,10.09,6.3,9.3,59.2,80.1,17.5,56.86,High
GMHCI-0467,2020,Tanzania,Africa,Low,7.35,4.46,2.94,1.147,5.22,3.55,7.89,4.97,89.6,18.5,0.28,0.52,10.7,23.7,45.5,20.5,73.1,45.84,Moderate
GMHCI-0468,2022,France,Europe,High,12.66,16.53,2.23,1.042,8.89,3.32,10.47,12.9,35.4,89.3,18.85,6.89,3.1,20.1,72.6,29.3,8.8,57.27,High
GMHCI-0469,2022,Turkey,Asia,Upper-Middle,14.99,12.02,2.41,0.693,8.31,1.54,4.43,14.49,53.5,55.7,3.32,4.18,7.6,22.5,95.4,75.0,38.5,65.84,High
GMHCI-0470,2022,Poland,Europe,Upper-Middle,11.24,12.24,0.66,0.843,8.04,3.17,9.47,12.87,72.2,58.8,3.5,5.42,4.9,26.6,78.2,40.6,40.0,61.66,High
GMHCI-0471,2022,South Africa,Africa,Upper-Middle,8.1,17.9,2.83,0.715,1.22,0.7,10.58,6.99,58.0,52.9,6.42,5.95,4.2,26.0,71.4,34.4,56.2,54.54,High
GMHCI-0472,2024,New Zealand,Oceania,High,11.57,10.64,1.46,0.876,8.19,1.06,1.72,4.28,35.6,76.9,12.76,8.25,8.0,19.1,81.3,44.0,32.0,41.94,Moderate
GMHCI-0473,2023,Japan,Asia,High,10.0,11.06,3.01,1.001,3.68,2.65,9.11,8.97,47.5,73.0,10.52,8.9,9.6,27.1,51.8,21.5,29.2,48.05,Moderate
GMHCI-0474,2024,Turkey,Asia,Upper-Middle,13.9,8.22,0.97,0.954,3.43,2.5,2.64,12.26,61.6,57.6,4.14,5.19,5.8,24.7,64.7,69.4,44.7,59.94,High
GMHCI-0475,2016,Saudi Arabia,Asia,High,10.33,17.57,3.28,0.703,2.28,0.62,9.27,12.07,38.9,78.3,22.16,7.17,6.6,15.0,38.8,49.9,20.8,56.16,High
GMHCI-0476,2015,Nigeria,Africa,Lower-Middle,9.7,8.92,0.53,0.945,2.64,2.95,7.95,8.29,80.7,30.5,1.18,1.2,4.2,21.5,46.4,61.1,78.9,57.28,High
GMHCI-0477,2018,Saudi Arabia,Asia,High,13.76,13.34,2.63,1.113,8.24,3.95,11.44,12.17,43.0,82.5,14.32,9.79,10.9,20.4,92.4,76.5,24.1,58.34,High
GMHCI-0478,2020,Germany,Europe,High,8.05,16.63,2.43,1.129,3.97,2.72,5.93,11.86,38.2,80.5,19.48,10.89,10.9,8.8,53.7,62.9,27.6,52.76,High
GMHCI-0479,2015,Ethiopia,Africa,Low,5.82,4.37,1.98,0.35,1.93,3.44,11.42,2.45,93.2,24.3,0.06,0.9,10.6,21.7,87.2,87.5,65.8,39.59,Moderate
GMHCI-0480,2021,Philippines,Asia,Lower-Middle,6.37,7.95,2.89,0.738,2.38,1.56,10.53,3.54,76.6,29.3,1.03,0.68,8.0,5.7,41.5,61.3,72.6,43.61,Moderate
GMHCI-0481,2015,South Korea,Asia,High,13.48,18.52,1.54,0.653,4.0,2.66,9.43,10.76,47.0,83.2,16.1,8.73,10.2,5.6,33.1,55.9,19.1,60.56,High
GMHCI-0482,2017,Netherlands,Europe,High,13.75,19.5,2.23,1.095,3.52,3.98,7.97,15.52,42.3,75.4,12.87,7.36,5.8,22.9,65.0,50.7,33.6,69.89,High
GMHCI-0483,2023,Germany,Europe,High,9.17,20.24,0.94,1.108,4.97,2.08,1.62,8.69,51.1,81.1,11.55,5.9,6.3,15.3,55.1,42.1,18.2,53.76,High
GMHCI-0484,2023,Iran,Asia,Upper-Middle,6.74,11.32,3.13,0.636,2.2,0.54,2.55,6.14,73.9,50.1,9.57,2.5,7.2,26.2,69.0,88.5,47.6,46.63,Moderate
GMHCI-0485,2016,United States,North America,High,11.92,14.77,1.03,0.314,6.17,0.68,4.05,14.15,38.1,92.3,15.55,5.44,8.1,14.0,93.6,33.5,17.4,58.08,High
GMHCI-0486,2024,France,Europe,High,13.04,17.27,3.32,1.166,7.24,3.78,4.84,11.79,50.7,70.7,18.73,7.49,6.5,5.8,53.1,59.7,29.4,62.36,High
GMHCI-0487,2017,Netherlands,Europe,High,13.62,12.75,2.49,1.195,6.17,1.26,11.92,5.66,53.5,78.5,12.17,5.88,10.1,15.4,55.3,49.7,23.3,50.05,High
GMHCI-0488,2019,Norway,Europe,High,8.09,16.89,0.56,0.371,3.48,2.98,5.54,4.82,28.7,76.7,15.71,8.96,5.0,22.7,67.2,58.1,21.2,40.86,Moderate
GMHCI-0489,2020,Canada,North America,High,12.39,21.49,1.93,0.275,8.73,3.42,11.61,9.03,42.2,82.0,16.36,5.03,7.2,19.8,65.1,55.1,18.9,58.58,High
GMHCI-0490,2015,Brazil,South America,Upper-Middle,10.74,10.92,2.71,0.247,2.75,1.83,9.51,13.05,71.7,47.3,4.05,2.99,3.4,18.8,77.4,77.0,44.1,60.56,High
GMHCI-0491,2015,Netherlands,Europe,High,10.32,10.22,0.8,0.571,5.2,3.22,2.38,10.83,53.9,94.3,23.24,4.25,8.3,3.5,29.6,66.2,1.3,47.11,Moderate
GMHCI-0492,2018,Netherlands,Europe,High,8.27,12.6,2.21,0.367,7.85,3.99,3.42,12.97,44.2,87.0,12.75,10.77,3.8,20.5,72.8,21.6,19.6,50.66,High
GMHCI-0493,2018,New Zealand,Oceania,High,9.09,21.85,2.84,0.93,2.9,3.81,8.76,14.64,32.6,86.8,24.93,7.35,7.1,3.0,81.3,27.5,15.8,60.18,High
GMHCI-0494,2023,Sweden,Europe,High,14.57,21.49,0.66,0.777,5.63,1.59,7.8,13.64,41.2,87.4,8.23,10.61,7.8,5.7,83.3,83.3,21.3,68.22,High
GMHCI-0495,2017,United States,North America,High,11.26,11.08,1.32,1.094,6.06,1.77,11.14,8.01,47.3,81.9,14.3,5.36,9.6,5.1,25.5,80.7,15.9,46.46,Moderate
GMHCI-0496,2019,Saudi Arabia,Asia,High,17.13,12.83,3.23,0.602,7.8,2.13,8.69,9.33,52.4,74.8,23.92,10.73,9.5,12.6,48.4,36.5,33.2,61.41,High
GMHCI-0497,2020,Nigeria,Africa,Lower-Middle,5.86,5.27,2.71,0.323,4.01,2.12,8.93,10.55,82.7,39.1,1.45,2.02,3.7,3.0,26.4,34.3,60.8,49.36,Moderate
GMHCI-0498,2020,Indonesia,Asia,Lower-Middle,8.0,12.18,0.75,0.541,6.51,1.35,11.93,10.42,83.2,41.6,0.34,2.33,10.7,7.8,94.9,34.7,59.2,58.27,High
GMHCI-0499,2018,Pakistan,Asia,Lower-Middle,8.45,5.02,3.0,0.503,3.46,3.37,6.9,8.86,79.6,46.1,0.86,0.99,5.9,10.5,97.5,55.0,44.2,47.42,Moderate
GMHCI-0500,2015,China,Asia,Upper-Middle,7.3,14.76,2.47,1.149,3.54,3.78,4.29,7.93,63.9,55.3,3.13,4.43,8.6,5.3,84.3,69.6,38.6,50.14,High
GMHCI-0501,2016,Turkey,Asia,Upper-Middle,14.83,8.76,2.47,0.998,7.96,3.55,8.37,12.34,68.9,48.9,3.44,2.11,7.4,6.5,27.7,93.9,58.8,65.07,High
GMHCI-0502,2024,Spain,Europe,High,10.78,11.52,1.94,0.278,1.56,3.43,9.43,14.06,36.5,86.2,24.29,11.02,10.2,22.3,77.2,92.7,16.0,52.96,High
GMHCI-0503,2018,Mexico,North America,Upper-Middle,9.62,9.08,1.41,0.992,7.21,4.0,9.13,12.9,72.5,65.9,4.11,3.9,10.1,23.3,66.4,64.4,37.7,56.28,High
GMHCI-0504,2019,Vietnam,Asia,Lower-Middle,4.93,6.78,2.41,0.246,6.55,2.48,6.11,8.79,70.5,32.7,1.36,0.63,7.5,7.7,97.6,46.2,65.7,45.87,Moderate
GMHCI-0505,2020,Indonesia,Asia,Lower-Middle,5.25,11.82,3.15,0.36,1.19,3.99,11.1,9.2,85.8,25.7,0.31,1.15,10.2,16.5,46.3,94.6,66.3,53.89,High
GMHCI-0506,2022,Poland,Europe,Upper-Middle,10.34,15.0,2.32,0.668,7.52,1.03,3.81,8.58,53.8,64.6,7.02,4.29,4.0,25.3,41.0,56.0,41.6,54.39,High
GMHCI-0507,2019,Pakistan,Asia,Lower-Middle,9.62,8.99,0.73,0.942,6.97,1.44,1.92,5.75,73.0,26.7,1.63,1.12,10.2,8.3,89.9,51.2,68.9,51.03,High
GMHCI-0508,2022,Nigeria,Africa,Lower-Middle,7.24,8.83,1.36,0.519,2.9,2.9,4.39,4.66,87.5,22.0,0.59,1.19,7.6,27.6,43.6,84.0,81.8,50.22,High
GMHCI-0509,2022,United States,North America,High,15.67,18.87,0.89,0.778,1.28,3.47,11.48,5.05,35.5,80.7,24.77,11.65,10.3,11.6,90.7,61.4,10.7,52.97,High
GMHCI-0510,2019,Canada,North America,High,16.86,10.8,0.96,1.057,3.08,3.43,9.46,7.45,28.6,95.1,18.69,9.35,3.7,18.2,52.5,28.5,0.9,48.09,Moderate
GMHCI-0511,2024,Egypt,Africa,Lower-Middle,9.56,6.08,1.44,0.524,3.8,3.72,11.61,9.39,86.9,42.6,1.27,0.93,10.0,22.6,87.9,93.9,63.7,54.7,High
GMHCI-0512,2020,Colombia,South America,Upper-Middle,6.66,16.51,2.29,0.705,4.36,0.98,6.35,17.2,70.3,70.0,5.53,5.47,8.8,19.2,66.9,43.2,25.8,62.78,High
GMHCI-0513,2015,United Kingdom,Europe,High,16.67,14.56,2.15,0.278,6.0,1.79,9.38,8.99,52.6,70.7,14.61,4.06,6.3,12.8,27.3,37.6,32.9,61.86,High
GMHCI-0514,2020,Iran,Asia,Upper-Middle,6.04,13.75,2.15,1.111,6.71,1.86,5.26,10.31,69.8,46.3,4.47,3.39,10.8,22.5,93.8,61.8,57.9,54.58,High
GMHCI-0515,2017,United States,North America,High,15.33,13.07,1.64,0.574,1.46,2.95,9.74,8.01,27.6,81.2,23.62,4.29,5.2,3.1,37.2,54.4,17.8,51.19,High
GMHCI-0516,2020,Indonesia,Asia,Lower-Middle,10.34,8.17,1.59,0.22,5.19,3.57,9.98,4.84,72.1,46.8,0.88,0.8,3.4,10.0,98.0,75.3,45.1,46.31,Moderate
GMHCI-0517,2024,Indonesia,Asia,Lower-Middle,9.83,6.89,1.08,0.381,4.65,0.84,7.65,7.36,86.6,34.0,1.44,1.8,7.3,8.1,78.2,22.3,57.7,52.05,High
GMHCI-0518,2019,Pakistan,Asia,Lower-Middle,5.94,6.32,2.97,0.659,2.27,1.45,10.63,5.41,73.8,21.9,0.83,1.16,3.6,15.8,39.2,67.9,73.7,43.86,Moderate
GMHCI-0519,2019,South Korea,Asia,High,15.95,18.71,1.52,0.416,5.63,1.96,5.83,12.65,36.3,75.8,21.02,7.48,8.7,14.0,63.4,67.6,28.2,66.52,High
GMHCI-0520,2017,Philippines,Asia,Lower-Middle,8.09,10.95,2.57,0.516,6.58,3.85,11.15,10.34,71.7,46.1,0.17,1.27,6.4,3.0,37.8,52.8,59.6,55.47,High
GMHCI-0521,2018,New Zealand,Oceania,High,13.46,10.62,0.64,1.02,5.08,2.05,6.12,5.67,29.8,92.8,11.39,8.56,10.5,11.4,80.0,22.0,0.0,40.79,Moderate
GMHCI-0522,2023,Japan,Asia,High,11.79,12.29,1.01,0.539,7.41,4.0,11.3,4.06,52.4,77.6,8.37,11.48,10.4,7.8,51.0,75.4,28.2,45.44,Moderate
GMHCI-0523,2016,Colombia,South America,Upper-Middle,10.55,9.91,2.03,0.369,2.15,0.65,6.53,16.97,66.5,49.5,4.65,5.85,9.5,5.9,68.6,82.7,41.9,63.69,High
GMHCI-0524,2016,Nigeria,Africa,Lower-Middle,9.8,7.12,1.85,0.712,4.76,0.97,6.01,3.92,76.4,48.0,1.29,2.12,6.9,11.2,94.1,77.9,58.3,45.97,Moderate
GMHCI-0525,2018,Colombia,South America,Upper-Middle,8.82,17.72,2.05,0.316,4.3,1.44,10.31,9.34,64.8,59.9,7.51,5.37,4.7,6.9,65.9,27.3,44.4,57.91,High
GMHCI-0526,2020,Germany,Europe,High,8.46,11.04,3.04,0.843,4.03,0.93,11.24,5.83,26.1,79.3,8.57,9.49,8.7,19.9,69.7,22.9,30.2,38.41,Moderate
GMHCI-0527,2020,Philippines,Asia,Lower-Middle,6.86,11.81,3.27,0.724,7.54,2.6,8.4,7.16,75.4,36.8,1.75,0.82,10.5,16.5,53.0,57.6,70.9,52.38,High
GMHCI-0528,2018,Norway,Europe,High,8.39,13.86,1.45,0.466,8.59,2.3,9.65,12.32,30.5,81.3,18.41,5.39,7.0,10.2,83.5,50.8,14.1,48.15,Moderate
GMHCI-0529,2017,Brazil,South America,Upper-Middle,6.03,9.36,2.08,0.86,1.52,3.19,11.63,7.7,59.9,62.3,4.93,5.91,7.2,20.6,83.3,50.4,40.0,42.75,Moderate
GMHCI-0530,2019,Ghana,Africa,Lower-Middle,5.83,12.82,2.18,0.45,3.58,1.07,3.74,3.14,83.8,34.0,0.93,2.36,8.9,13.3,83.3,85.2,65.3,46.73,Moderate
GMHCI-0531,2021,Ghana,Africa,Lower-Middle,4.33,8.33,3.24,0.304,7.14,2.81,10.59,7.13,76.4,25.0,0.86,0.98,4.1,18.1,80.8,52.1,82.6,47.57,Moderate
GMHCI-0532,2015,Spain,Europe,High,14.66,17.15,2.74,0.43,8.11,1.32,3.61,4.59,47.8,75.5,11.68,10.93,7.3,13.8,25.5,40.5,27.8,53.81,High
GMHCI-0533,2020,Pakistan,Asia,Lower-Middle,11.35,9.05,0.62,0.278,8.52,0.63,4.93,5.63,80.1,40.1,0.82,1.04,8.9,3.3,73.8,33.5,51.2,51.75,High
GMHCI-0534,2021,Netherlands,Europe,High,17.8,16.7,1.46,0.843,8.54,2.17,4.5,12.35,39.0,78.2,11.1,8.25,9.3,22.0,72.8,34.3,12.0,64.83,High
GMHCI-0535,2022,India,Asia,Lower-Middle,4.96,7.63,0.5,0.802,1.77,0.52,10.06,7.92,83.1,31.6,1.43,1.11,5.1,14.4,87.1,60.1,74.4,48.7,Moderate
GMHCI-0536,2017,Poland,Europe,Upper-Middle,9.16,9.51,2.47,0.391,5.86,3.4,9.69,16.99,55.8,51.6,9.3,5.34,7.4,22.0,58.9,44.5,50.3,61.05,High
GMHCI-0537,2015,Australia,Oceania,High,12.83,19.82,1.98,0.91,3.37,2.9,9.69,10.18,37.9,93.3,16.65,7.42,10.4,4.3,72.6,84.9,0.7,55.88,High
GMHCI-0538,2017,Brazil,South America,Upper-Middle,6.64,11.41,2.56,0.491,5.28,3.27,8.71,10.04,55.8,73.2,7.32,2.48,7.7,4.9,96.3,65.8,32.1,46.9,Moderate
